     0.806     0.625     0.981     1.484    -1.346     0.982     0.976     0.337     1.085     1.512     0.298     0.603     0.999     0.316     0.640     1.062     0.930     0.000     0.070     1.000     1.672     29
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.316     0.639     1.060     0.316     0.640     1.062     0.998     0.000     0.002     1.000     0.958     30
     0.806     0.625     0.981     1.484     1.071     0.982     0.976    -1.676    -0.897     1.512     0.056     0.117     0.171     0.056     0.116     0.170     0.009     0.008     0.983     3.000     2.432     31
     0.806     0.625     0.981     1.484     2.279     0.982    -1.043     1.343    -0.897     1.512     0.157     0.319     0.516     0.056     0.116     0.170     0.388     0.000     0.612     3.000     1.212     33
     0.806     0.625     0.981     1.484     2.279     0.014    -0.034     1.343     0.094     0.474     0.168     0.343     0.556     0.056     0.116     0.170     0.432     0.000     0.568     3.000     1.327     34
    -0.188    -0.344     0.981     1.484    -1.346    -0.954     0.976     0.337     0.094     0.474     0.055     0.115     0.168     0.056     0.116     0.170     0.007     0.010     0.982     3.000     1.438     35
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     0.094     1.512     0.287     0.582     0.963     0.316     0.640     1.062     0.889     0.000     0.111     1.000     0.966     36
     0.806     0.625    -0.052     1.484     2.279     0.014     0.976     1.343     0.094     1.512     0.299     0.606     1.003     0.316     0.640     1.062     0.934     0.000     0.066     1.000     1.212     37
     0.806     0.625     0.981     0.475     2.279     0.982    -0.034         *     0.094     0.474     0.139     0.283     0.454     0.056     0.116     0.170     0.320     0.001     0.679     3.000     1.475     38
    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -0.034     1.343    -0.897    -1.601    -0.038    -0.084    -0.159     0.056     0.116     0.170     0.000     0.384     0.616     3.000     0.733     39
     0.806     0.625     0.981     1.484     2.279     0.014     0.976     0.337     1.085     1.512     0.287     0.582     0.962     0.316     0.640     1.062     0.888     0.000     0.112     1.000     1.356     41
     0.806     0.625     0.981     0.475     2.279     0.982    -0.034     1.343     0.094    -0.563     0.140     0.286     0.458     0.056     0.116     0.170     0.323     0.000     0.677     3.000     1.250     42
     0.806     0.625     0.981     1.484    -0.138     0.982    -0.034     0.337     0.094     0.474     0.092     0.188     0.292     0.056     0.116     0.170     0.138     0.000     0.862     3.000     0.616     43
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.316     0.639     1.060     0.316     0.640     1.062     0.998     0.000     0.002     1.000     1.313     44
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.316     0.639     1.060     0.316     0.640     1.062     0.998     0.000     0.002     1.000     2.240     45
     0.806    -0.344    -0.052    -0.533    -0.138     0.014     0.976     0.337     1.085     1.512     0.148     0.303     0.487     0.056     0.116     0.170     0.356     0.000     0.644     3.000     1.135     46
    -0.188     0.625     0.981     1.484     2.279     0.982     0.976     1.343     0.094     0.474     0.294     0.596     0.986     0.316     0.640     1.062     0.915     0.000     0.085     1.000     0.958     47
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     0.094     1.512     0.313     0.634     1.052     0.316     0.640     1.062     0.989     0.000     0.011     1.000     1.711     48
     0.806     0.625     0.981    -0.533    -0.138     0.014    -0.034     0.337     0.094     1.512     0.068     0.141     0.212     0.056     0.116     0.170     0.049     0.001     0.950     3.000     0.870     49
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     0.094     0.474     0.304     0.615     1.020     0.316     0.640     1.062     0.953     0.000     0.047     1.000     2.046     50
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085     1.512     0.310     0.627     1.039     0.316     0.640     1.062     0.975     0.000     0.025     1.000     1.290     51
     0.806     1.595    -0.052    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601    -0.189    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     1.000     0.000     2.000     0.763     52
     1.799     1.595    -2.117    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601    -0.189    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     1.000     0.000     2.000     1.135     53
     0.806    -0.344     0.981     1.484     2.279     0.982    -0.034     0.337     1.085     0.474     0.175     0.356     0.579     0.056     0.116     0.170     0.458     0.000     0.541     3.000     1.212     54
     0.806     0.625    -0.052     1.484     1.071     0.982    -0.034     1.343     0.094     1.512     0.290     0.587     0.971     0.316     0.640     1.062     0.898     0.000     0.102     1.000     1.290     55
    -0.188     0.625    -0.052     0.475     1.071     0.982     0.976     0.337     1.085     0.474     0.208     0.423     0.692     0.316     0.640     1.062     0.586     0.000     0.414     1.000     1.212     56
    -0.188    -0.344    -0.052     0.475    -0.138    -0.954    -0.034    -0.669     0.094    -0.563    -0.136    -0.292    -0.502    -0.189    -0.405    -0.688     0.000     0.783     0.217     2.000     0.853     57
     0.806     0.625    -0.052     1.484    -0.138     0.014    -0.034     0.337     0.094    -0.563     0.054     0.112     0.163     0.056     0.116     0.170     0.005     0.013     0.981     3.000     1.253     58
    -0.188     0.625     0.981     0.475     1.071     0.014    -0.034    -1.676     0.094    -0.563    -0.118    -0.255    -0.441    -0.189    -0.405    -0.688     0.000     0.712     0.288     2.000     0.616     59
     0.806     0.625    -0.052     0.475    -0.138    -1.922    -2.053    -1.676    -1.888    -1.601    -0.189    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     1.000     0.000     2.000     1.253     60
    -0.188    -0.344    -0.052     1.484     1.071     0.982    -0.034     1.343     1.085     0.474     0.246     0.499     0.822     0.316     0.640     1.062     0.731     0.000     0.269     1.000     1.356     61
     0.806    -0.344     0.981     1.484    -1.346    -0.954    -1.043    -0.669    -0.897    -0.563    -0.180    -0.388    -0.660    -0.189    -0.405    -0.688     0.000     0.967     0.033     2.000     1.042     62
     1.799     1.595     0.981     0.475    -0.138    -1.922    -2.053    -1.676    -0.897    -0.563    -0.188    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     0.999     0.001     2.000     0.828     63
    -0.188    -0.344     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.185    -0.397    -0.675    -0.189    -0.405    -0.688     0.000     0.985     0.015     2.000     1.135     64
    -0.188     0.625    -0.052     0.475    -1.346    -1.922    -1.043    -0.669    -0.897    -0.563    -0.188    -0.404    -0.685    -0.189    -0.405    -0.688     0.000     0.997     0.003     2.000     1.672     65
     0.806    -0.344    -0.052     0.475     2.279    -0.954    -0.034     0.337    -0.897    -0.563    -0.018    -0.042    -0.091     0.056     0.116     0.170     0.000     0.304     0.696     3.000     1.289     66
     0.806     0.625    -0.052     0.475     1.071    -1.922    -2.053    -1.676    -1.888    -1.601    -0.189    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     1.000     0.000     2.000     1.797     67
    -0.188     0.625     2.013     1.484    -1.346     0.014     0.976     1.343     1.085     0.474     0.272     0.551     0.910     0.316     0.640     1.062     0.830     0.000     0.170     1.000     1.373     68
    -0.188     0.625    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.173    -0.372    -0.634    -0.189    -0.405    -0.688     0.000     0.936     0.064     2.000     0.616     69
    -1.181     0.625    -0.052     1.484    -0.138     0.014     0.976     0.337    -0.897     0.474     0.056     0.115     0.169     0.056     0.116     0.170     0.008     0.010     0.982     3.000     2.046     70
     0.806     1.595     0.981     1.484    -0.138    -0.954    -0.034     0.337     0.094    -0.563     0.050     0.105     0.151     0.056     0.116     0.170     0.003     0.025     0.972     3.000     1.438     71
     0.806    -0.344    -0.052    -0.533    -1.346    -0.954    -1.043    -0.669    -0.897    -0.563    -0.186    -0.400    -0.680    -0.189    -0.405    -0.688     0.000     0.990     0.010     2.000     1.250     72
     1.799     1.595    -2.117    -1.542    -1.346     0.014    -0.034     0.337     0.094     0.474     0.055     0.115     0.168     0.056     0.116     0.170     0.007     0.010     0.983     3.000     0.917     73
    -0.188    -0.344    -0.052     0.475     1.071     0.014     0.976     0.337     1.085     0.474     0.091     0.188     0.292     0.056     0.116     0.170     0.137     0.000     0.862     3.000     1.373     74
     0.806     1.595     0.981     0.475     2.279     0.982     0.976     0.337     0.094     1.512     0.289     0.586     0.969     0.316     0.640     1.062     0.896     0.000     0.104     1.000     1.373     75
     0.806     0.625     0.981     0.475     2.279     0.982     0.976     1.343     1.085     1.512     0.315     0.638     1.058     0.316     0.640     1.062     0.996     0.000     0.004     1.000     1.313     76
     0.806     0.625     0.981    -1.542    -1.346     0.014     0.976    -0.669     0.094     1.512     0.057     0.118     0.173     0.056     0.116     0.170     0.010     0.007     0.983     3.000     1.438     77
     0.806     0.625     0.981     0.475    -0.138     0.982    -0.034     0.337     1.085     1.512     0.230     0.467     0.768     0.316     0.640     1.062     0.670     0.000     0.330     1.000     1.289     78
    -0.188     0.625    -0.052     1.484     2.279     0.982    -0.034     1.343     0.094     1.512     0.282     0.572     0.946     0.316     0.640     1.062     0.870     0.000     0.130     1.000     1.784     80
     0.806     0.625     2.013     0.475    -0.138     0.982     0.976     1.343     0.094     0.474     0.286     0.580     0.959     0.316     0.640     1.062     0.885     0.000     0.115     1.000     1.784     82
     0.806     1.595    -2.117    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601    -0.189    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     1.000     0.000     2.000     0.763     83
     0.806     0.625    -1.084    -1.542    -1.346     0.982    -1.043    -1.676    -1.888    -1.601    -0.188    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     0.999     0.001     2.000     0.810     84
     0.806     0.625     0.981     1.484    -0.138    -0.954    -1.043    -0.669     0.094    -0.563    -0.119    -0.257    -0.444    -0.189    -0.405    -0.688     0.000     0.716     0.284     2.000     1.672     85
     0.806     0.625     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897     0.474    -0.143    -0.309    -0.530    -0.189    -0.405    -0.688     0.000     0.815     0.185     2.000     0.853     86
     1.799     1.595     0.981    -0.533    -0.138     0.982     0.976     0.337     0.094     1.512     0.270     0.548     0.904     0.316     0.640     1.062     0.823     0.000     0.177     1.000     0.958     87
    -0.188     0.625     0.981     1.484     2.279     0.014     0.976     1.343     1.085     0.474     0.294     0.595     0.986     0.316     0.640     1.062     0.914     0.000     0.086     1.000     1.711     88
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.316     0.639     1.060     0.316     0.640     1.062     0.998     0.000     0.002     1.000     0.966     89
     0.806     0.625     0.981     1.484     1.071     0.982     0.976     1.343     0.094     0.474     0.299     0.605     1.003     0.316     0.640     1.062     0.934     0.000     0.066     1.000     0.763     90
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.316     0.639     1.060     0.316     0.640     1.062     0.998     0.000     0.002     1.000     1.475     91
     0.806     0.625     2.013    -0.533    -0.138     0.982    -0.034     1.343     0.094     1.512     0.261     0.529     0.873     0.316     0.640     1.062     0.788     0.000     0.212     1.000     0.589     92
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085     1.512     0.310     0.627     1.039     0.316     0.640     1.062     0.975     0.000     0.025     1.000     1.327     93
     0.806     0.625    -0.052    -0.533    -0.138     0.982     0.976     1.343     1.085     1.512     0.312     0.631     1.046     0.316     0.640     1.062     0.982     0.000     0.018     1.000     1.797     95
    -2.175     1.595    -1.084    -0.533    -1.346     0.014    -0.034    -1.676    -1.888    -0.563    -0.188    -0.404    -0.687    -0.189    -0.405    -0.688     0.000     0.998     0.002     2.000     1.313     96
    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -1.043     0.337     1.085    -0.563    -0.011    -0.027    -0.065     0.056     0.116     0.170     0.000     0.274     0.726     3.000     1.438     97
    -0.188    -0.344     0.981     0.475     1.071    -0.954    -1.043    -0.669    -0.897    -0.563    -0.183    -0.394    -0.670    -0.189    -0.405    -0.688     0.000     0.979     0.021     2.000     0.870     98
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -1.676     0.094     0.474    -0.172    -0.371    -0.632    -0.189    -0.405    -0.688     0.000     0.934     0.066     2.000     0.594     99
    -1.181    -1.314     2.013    -0.533    -1.346    -0.954    -1.043    -1.676     0.094    -1.601    -0.188    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     1.000     0.000     2.000     0.870    100
     0.806    -0.344     0.981     1.484     2.279     1.949    -0.034     1.343     1.085     1.512     0.315     0.638     1.058     0.316     0.640     1.062     0.995     0.000     0.005     1.000     0.810    101
     0.806     0.625    -0.052     0.475    -0.138    -0.954    -0.034    -1.676     0.094     0.474    -0.120    -0.259    -0.448    -0.189    -0.405    -0.688     0.000     0.719     0.281     2.000     1.042    102
    -1.181    -1.314    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.186    -0.400    -0.679    -0.189    -0.405    -0.688     0.000     0.989     0.011     2.000     0.778    103
    -0.188     0.625    -2.117    -0.533    -0.138     0.014     0.976     0.337     0.094    -0.563     0.051     0.106     0.153     0.056     0.116     0.170     0.003     0.022     0.975     3.000     0.763    104
     1.799     1.595    -1.084     1.484    -0.138     0.014    -0.034    -0.669     0.094    -0.563     0.044     0.090     0.127     0.056     0.116     0.170     0.001     0.051     0.948     3.000     1.438    105
     1.799     1.595    -0.052     1.484    -0.138     0.014    -0.034    -0.669    -0.897    -1.601    -0.052    -0.114    -0.210     0.056     0.116     0.170     0.000     0.442     0.557     3.000     1.253    106
    -1.181    -0.344    -0.052     1.484    -0.138     0.982    -1.043    -0.669    -0.897    -0.563    -0.145    -0.312    -0.534    -0.189    -0.405    -0.688     0.000     0.821     0.179     2.000     1.042    107
     0.806     0.625    -0.052     0.475    -0.138     0.982     0.976     1.343     1.085     0.474     0.304     0.616     1.021     0.316     0.640     1.062     0.955     0.000     0.045     1.000     0.763    108
     0.806     0.625    -1.084    -0.533    -0.138    -0.954     1.985     1.343     2.077     2.550     0.315     0.638     1.058     0.316     0.640     1.062     0.995     0.000     0.005     1.000     1.289    109
    -0.188    -0.344    -1.084    -0.533    -1.346     1.949    -1.043    -0.669     1.085    -1.601    -0.031    -0.070    -0.137     0.056     0.116     0.170     0.000     0.357     0.643     3.000     2.432    110
    -0.188     0.625    -0.052     0.475    -0.138     0.982    -0.034     0.337    -0.897    -0.563     0.046     0.096     0.137     0.056     0.116     0.170     0.002     0.040     0.958     3.000     0.616    111
     0.806    -0.344     0.981     1.484    -1.346     0.982     0.976         *     1.085     1.512     0.302     0.612     1.015     0.316     0.640     1.062     0.947     0.000     0.053     1.000     2.046    112
    -0.188    -0.344    -1.084    -0.533    -1.346    -0.954    -0.034    -0.669    -0.897     0.474    -0.169    -0.364    -0.620    -0.189    -0.405    -0.688     0.000     0.920     0.080     2.000     1.253    113
     0.806     0.625     0.981     2.493    -1.346     0.982     0.976     1.343     1.085     1.512     0.315     0.638     1.058     0.316     0.640     1.062     0.996     0.000     0.004     1.000     1.327    114
    -0.188    -1.314     0.981     1.484    -0.138     0.014    -1.043     0.337     0.094    -0.563    -0.006    -0.015    -0.046     0.056     0.116     0.170     0.000     0.252     0.748     3.000     1.250    115
     0.806     0.625     0.981     0.475     1.071     0.014     0.976     1.343     0.094     1.512     0.286     0.580     0.960     0.316     0.640     1.062     0.885     0.000     0.115     1.000     1.356    116
    -1.181    -1.314    -0.052    -1.542    -0.138     0.982    -1.043     0.337     1.085    -0.563     0.019     0.038     0.040     0.056     0.116     0.170     0.000     0.151     0.848     3.000     0.966    117
     0.806    -1.314     0.981     1.484     2.279    -1.922    -2.053    -0.669    -0.897    -1.601    -0.188    -0.405    -0.688    -0.189    -0.405    -0.688     0.000     0.999     0.001     2.000     1.438    118
    -0.188     0.625     0.981     0.475    -0.138     0.982     0.976     0.337     1.085     0.474     0.204     0.414     0.676     0.316     0.640     1.062     0.568     0.000     0.432     1.000     1.313    119
    -0.188     1.595    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.184    -0.396    -0.673    -0.189    -0.405    -0.688     0.000     0.982     0.018     2.000     0.853    120
     0.806    -0.344     2.013     1.484    -1.346     0.014    -1.043     0.337     0.094    -0.563     0.033     0.067     0.089     0.056     0.116     0.170     0.001     0.095     0.904     3.000     1.290    121
     0.806    -0.344     0.981     0.475     1.071    -0.954    -1.043     1.343    -0.897    -0.563     0.010     0.018     0.009     0.056     0.116     0.170     0.000     0.188     0.812     3.000     0.853    122
     0.806     0.625    -0.052     0.475    -1.346     0.982     0.976     1.343     1.085     1.512     0.312     0.632     1.049     0.316     0.640     1.062     0.985     0.000     0.015     1.000     1.017    123
    -0.188    -0.344    -0.052     0.475     2.279     0.982    -0.034     1.343     1.085     1.512     0.293     0.594     0.983     0.316     0.640     1.062     0.911     0.000     0.089     1.000     0.966    124
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474     0.054     0.113     0.164     0.056     0.116     0.170     0.006     0.013     0.981     3.000     1.313    125
     0.806    -0.344     0.981     0.475     1.071     0.982    -0.034    -1.676     0.094     0.474     0.029     0.059     0.075     0.056     0.116     0.170     0.001     0.111     0.888     3.000     0.589    126
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -0.669     0.094    -0.563    -0.153    -0.329    -0.563    -0.189    -0.405    -0.688     0.000     0.854     0.146     2.000     2.432    127
    -0.188    -1.314     0.981    -0.533    -0.138     0.982    -1.043     0.337    -0.897    -0.563    -0.061    -0.132    -0.239     0.056     0.116     0.170     0.000     0.477     0.523     3.000     0.594    128
    -0.188    -1.314    -0.052    -0.533     1.071     0.982    -0.034     0.337     0.094     0.474     0.056     0.117     0.171     0.056     0.116     0.170     0.009     0.008     0.982     3.000     0.966    129
    -0.188    -0.344     0.981     0.475     1.071     0.014    -0.034     1.343     0.094     1.512     0.132     0.269     0.430     0.056     0.116     0.170     0.291     0.000     0.708     3.000     1.356    130
    -0.188     0.625     0.981     0.475    -1.346     0.982    -0.034     1.343     1.085     1.512     0.289     0.586     0.969     0.316     0.640     1.062     0.896     0.000     0.104     1.000     1.327    131
     0.806    -0.344     0.981     1.484     1.071    -0.954    -0.034     0.337    -0.897    -0.563     0.002     0.001    -0.019     0.056     0.116     0.170     0.000     0.221     0.779     3.000     2.148    132
     0.806    -0.344    -0.052     0.475     2.279     0.014    -0.034     1.343     0.094     0.474     0.096     0.197     0.308     0.056     0.116     0.170     0.155     0.000     0.845     3.000     2.148    133
    -0.188    -0.344     0.981     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.175     0.356     0.577     0.056     0.116     0.170     0.457     0.000     0.543     3.000     1.042    134
    -0.188    -0.344    -0.052     1.484    -1.346     0.014    -0.034    -0.669     0.094     0.474     0.023     0.046     0.053     0.056     0.116     0.170     0.000     0.136     0.863     3.000     0.954    135
    -0.188    -0.344    -1.084    -0.533    -0.138     0.014    -0.034     0.337     0.094     0.474     0.047     0.098     0.140     0.056     0.116     0.170     0.002     0.037     0.961     3.000     2.432    136
     0.806     0.625    -2.117    -1.542    -1.346     0.982     0.976     0.337     0.094     0.474     0.069     0.142     0.214     0.056     0.116     0.170     0.050     0.001     0.948     3.000     1.313    137
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474     0.054     0.113     0.164     0.056     0.116     0.170     0.006     0.013     0.981     3.000     1.290    138
     0.806     1.595     0.981     2.493    -0.138     0.982     0.976     1.343     0.094     1.512     0.314     0.636     1.056     0.316     0.640     1.062     0.993     0.000     0.007     1.000     2.148    139
     0.806     0.625    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -1.601    -0.187    -0.403    -0.685    -0.189    -0.405    -0.688     0.000     0.996     0.004     2.000     1.797    140
     0.806     1.595     0.981     1.484     1.071     0.982     0.976     1.343     1.085     0.474     0.314     0.636     1.055     0.316     0.640     1.062     0.992     0.000     0.008     1.000     1.212    141
     1.799     1.595     0.981     1.484    -1.346     0.982     0.976     1.343     1.085     1.512     0.316     0.639     1.060     0.316     0.640     1.062     0.998     0.000     0.002     1.000     0.917    142
     0.806    -0.344     0.981     1.484     1.071     0.982     0.976     0.337     1.085     0.474     0.255     0.517     0.852     0.316     0.640     1.062     0.764     0.000     0.236     1.000     0.853    143
     0.806     1.595     2.013     1.484    -1.346     0.982    -0.034     1.343     1.085     1.512     0.312     0.632     1.049     0.316     0.640     1.062     0.985     0.000     0.015     1.000     1.356    144
    -0.188     0.625     0.981    -0.533     1.071     0.982     0.976     1.343     0.094    -0.563     0.151     0.307     0.495     0.056     0.116     0.170     0.365     0.000     0.635     3.000     0.594    145
     0.806    -1.314    -0.052    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -1.601    -0.188    -0.404    -0.687    -0.189    -0.405    -0.688     0.000     0.998     0.002     2.000     0.778    146
     0.806     0.625    -1.084     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.218     0.442     0.725     0.316     0.640     1.062     0.623     0.000     0.377     1.000     1.107    147
    -0.188    -1.314     0.981     0.475     1.071    -0.954    -1.043    -1.676     0.094     0.474    -0.183    -0.394    -0.670    -0.189    -0.405    -0.688     0.000     0.978     0.022     2.000     0.954    148
    -0.188    -0.344     2.013     1.484     2.279     0.014    -0.034    -0.669    -0.897     0.474     0.023     0.047     0.055     0.056     0.116     0.170     0.000     0.134     0.865     3.000     1.711    149
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034    -0.669     0.094     0.474     0.027     0.055     0.069     0.056     0.116     0.170     0.000     0.118     0.882     3.000     0.843    150
     0.806     0.625    -0.052     1.484    -0.138     0.982     0.976     0.337     1.085     0.474     0.254     0.514     0.848     0.316     0.640     1.062     0.760     0.000     0.240     1.000     0.763    151
     0.806     0.625    -1.084    -1.542    -1.346     0.014    -1.043     0.337    -0.897    -1.601    -0.168    -0.362    -0.617    -0.189    -0.405    -0.688     0.000     0.916     0.084     2.000     1.784    152
    -0.188     0.625    -0.052     0.475    -0.138     0.982     0.976     1.343     1.085     0.474     0.295     0.597     0.989     0.316     0.640     1.062     0.918     0.000     0.082     1.000     0.843    153
     1.799     1.595    -0.052    -1.542     1.071     1.949     1.985     0.337     0.094    -0.563     0.262     0.531     0.876     0.316     0.640     1.062     0.792     0.000     0.208     1.000     1.290    154
    -1.181    -1.314    -0.052     0.475    -0.138     0.014    -1.043     0.337    -0.897     1.512    -0.006    -0.015    -0.046     0.056     0.116     0.170     0.000     0.251     0.749     3.000     0.954    155
     0.806     0.625    -0.052     1.484     1.071     1.949    -0.034     0.337     0.094     0.474     0.174     0.354     0.574     0.056     0.116     0.170     0.454     0.000     0.546     3.000     1.212    156
