    -0.188     0.625    -0.052    -0.533    -0.138    -0.954    -0.034    -1.676    -0.897    -0.563    -0.254     0.212    -0.448    -0.260     0.395    -0.376     0.000     0.011     0.833     0.128     0.000     0.000     0.000     0.028     0.001     3.000     0.810      1
     0.806     0.625     0.981     1.484    -0.138     0.014     0.976     1.343     1.085     1.512     0.636     0.670     1.006     0.650     0.689     1.054     0.003     0.000     0.000     0.000     0.938     0.059     0.000     0.000     0.000     5.000     1.475      2
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085    -0.563     0.540     0.511     0.610     0.454     0.369     0.259     0.000     0.000     0.000     0.000     0.442     0.557     0.000     0.000     0.000     6.000     0.778      3
    -1.181    -1.314     0.981    -0.533     2.279    -0.954    -1.043    -0.669    -0.897    -1.601    -0.275    -1.052    -0.689    -0.278    -1.059    -0.690     0.000     0.003     0.002     0.995     0.000     0.000     0.000     0.000     0.000     4.000     1.356      4
     0.806     0.625     0.981    -0.533    -0.138    -0.954    -0.034    -1.676    -0.897     0.474    -0.248     0.384    -0.389    -0.260     0.395    -0.376     0.000     0.015     0.970     0.006     0.000     0.000     0.000     0.008     0.000     3.000     1.797      5
     1.799     1.595    -1.084    -0.533    -0.138    -0.954    -2.053    -1.676    -0.897    -1.601    -0.270     0.642    -1.461    -0.270     0.645    -1.473     0.000     0.000     0.010     0.000     0.000     0.000     0.000     0.990     0.000     8.000     0.843      6
    -1.181    -0.344     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.034    -0.629    -0.639    -0.278    -1.059    -0.690     0.000     0.310     0.033     0.653     0.000     0.001     0.000     0.000     0.002     4.000     1.475      7
     0.806     0.625     0.981     0.475    -0.138     0.982     0.976     1.343     1.085     1.512     0.361     0.629     0.933     0.650     0.689     1.054     0.337     0.000     0.000     0.000     0.628     0.034     0.001     0.000     0.000     5.000     0.763      8
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.649     0.687     1.047     0.650     0.689     1.054     0.000     0.000     0.000     0.000     0.992     0.008     0.000     0.000     0.000     5.000     1.373      9
     0.806     0.625     2.013     0.475    -0.138     0.982     0.976     1.343     1.085     1.512     0.511     0.655     0.982     0.650     0.689     1.054     0.158     0.000     0.000     0.000     0.808     0.034     0.000     0.000     0.000     5.000     1.784     10
    -0.188    -0.344     0.981     0.475     2.279    -0.954    -1.043    -0.669    -0.897    -0.563     0.476     0.145    -0.565     0.503     0.166    -0.569     0.000     0.961     0.015     0.020     0.000     0.004     0.000     0.000     0.000     2.000     1.042     11
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034    -0.669     0.094     0.474     0.283     0.167    -0.004     0.454     0.369     0.259     0.002     0.215     0.113     0.015     0.000     0.523     0.000     0.000     0.132     6.000     0.275     12
     0.806    -0.344    -0.052     0.475     2.279     0.982    -0.034     0.337     0.094     0.474     0.431     0.364     0.277     0.454     0.369     0.259     0.024     0.005     0.003     0.000     0.015     0.940     0.000     0.000     0.012     6.000     2.148     13
     0.806    -0.344    -1.084     1.484    -0.138     0.014    -0.034    -0.669     1.085    -0.563     0.456     0.320     0.059     0.454     0.369     0.259     0.000     0.234     0.010     0.000     0.000     0.753     0.000     0.000     0.002     6.000     2.148     14
    -0.188    -0.344     0.981     1.484     2.279     0.014    -0.034     0.337     0.094     0.474     0.458     0.361     0.224     0.454     0.369     0.259     0.000     0.051     0.000     0.000     0.009     0.940     0.000     0.000     0.000     6.000     0.763     15
         *         *         *         *    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601    -0.269     0.582    -1.443    -0.270     0.645    -1.473     0.000     0.001     0.001     0.036     0.000     0.000     0.000     0.962     0.000     8.000     0.275     16
    -0.188    -0.344    -1.084    -0.533     1.071    -1.922    -2.053    -1.676    -1.888    -1.601    -0.270     0.557    -1.431    -0.270     0.645    -1.473     0.000     0.000     0.001     0.051     0.000     0.000     0.000     0.948     0.000     8.000     1.290     17
     0.806     0.625    -0.052    -0.533     1.071    -0.954     0.976     0.337     1.085    -0.563    -0.128     0.391     0.239    -0.186     0.542     0.773     0.428     0.001     0.377     0.000     0.000     0.135     0.000     0.000     0.058     1.000     1.438     18
     0.806    -0.344     0.981     1.484     1.071    -0.954     0.976     0.337     1.085     0.474     0.466     0.389     0.306     0.454     0.369     0.259     0.001     0.005     0.000     0.000     0.065     0.929     0.000     0.000     0.000     6.000     1.212     19
    -0.188     0.625    -0.052    -0.533     1.071    -1.922    -1.043    -1.676    -1.888    -1.601    -0.269     0.619    -1.452    -0.270     0.645    -1.473     0.000     0.002     0.008     0.013     0.000     0.000     0.000     0.977     0.000     8.000     0.958     20
     0.806     0.625     0.981    -0.533    -0.138     0.982     0.976     0.337     1.085     0.474    -0.174     0.529     0.759    -0.186     0.542     0.773     0.971     0.000     0.002     0.000     0.002     0.016     0.000     0.000     0.009     1.000     0.966     21
     0.806     0.625     0.981    -0.533    -0.138     0.982    -0.034     1.343     1.085     1.512    -0.180     0.539     0.771    -0.186     0.542     0.773     0.988     0.000     0.000     0.000     0.004     0.005     0.001     0.000     0.002     1.000     0.275     23
     0.806     0.625    -0.052     1.484     2.279     0.982    -0.034     1.343     0.094     1.512     0.611     0.627     0.900     0.650     0.689     1.054     0.001     0.000     0.000     0.000     0.806     0.193     0.000     0.000     0.000     5.000     1.250     24
    -0.188    -0.344     0.981     0.475     1.071    -0.954    -1.043    -0.669    -0.897    -0.563     0.421     0.101    -0.565     0.503     0.166    -0.569     0.000     0.890     0.044     0.061     0.000     0.004     0.000     0.000     0.000     2.000     1.313     25
     0.806     0.625    -0.052     0.475     1.071    -0.954    -1.043    -0.669     0.094    -0.563     0.288     0.235    -0.489     0.503     0.166    -0.569     0.000     0.688     0.277     0.001     0.000     0.032     0.000     0.001     0.000     2.000     2.046     26
     1.799     1.595     0.981    -0.533    -0.138     0.014    -1.043     0.337     1.085    -0.563    -0.220     0.406    -0.245    -0.260     0.395    -0.376     0.089     0.001     0.864     0.000     0.000     0.045     0.000     0.000     0.001     3.000     1.373     27
     1.799     0.625     0.981     1.484     2.279     0.982    -1.043    -0.669    -0.897     1.512     0.466     0.321     0.061     0.454     0.369     0.259     0.000     0.241     0.000     0.000     0.003     0.756     0.000     0.000     0.000     6.000     1.672     28
     0.806     0.625     0.981     1.484    -1.346     0.982     0.976     0.337     1.085     1.512     0.603     0.631     0.909     0.650     0.689     1.054     0.015     0.000     0.000     0.000     0.808     0.176     0.000     0.000     0.000     5.000     1.672     29
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.649     0.687     1.047     0.650     0.689     1.054     0.000     0.000     0.000     0.000     0.992     0.008     0.000     0.000     0.000     5.000     0.958     30
     0.806     0.625     0.981     1.484     1.071     0.982     0.976    -1.676    -0.897     1.512     0.460     0.345     0.159     0.454     0.369     0.259     0.000     0.123     0.000     0.000     0.004     0.873     0.000     0.000     0.000     6.000     2.432     31
     0.806     0.625     0.981     1.484     2.279     0.982    -1.043     1.343    -0.897     1.512     0.490     0.428     0.403     0.454     0.369     0.259     0.000     0.003     0.000     0.000     0.184     0.813     0.000     0.000     0.000     6.000     1.212     33
     0.806     0.625     0.981     1.484     2.279     0.014    -0.034     1.343     0.094     0.474     0.502     0.448     0.455     0.454     0.369     0.259     0.000     0.002     0.000     0.000     0.248     0.750     0.000     0.000     0.000     6.000     1.327     34
    -0.188    -0.344     0.981     1.484    -1.346    -0.954     0.976     0.337     0.094     0.474     0.448     0.354     0.237     0.454     0.369     0.259     0.001     0.030     0.001     0.000     0.005     0.952     0.000     0.000     0.010     6.000     1.438     35
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     0.094     1.512     0.597     0.603     0.840     0.650     0.689     1.054     0.000     0.000     0.000     0.000     0.731     0.268     0.000     0.000     0.000     5.000     0.966     36
     0.806     0.625    -0.052     1.484     2.279     0.014     0.976     1.343     0.094     1.512     0.619     0.640     0.932     0.650     0.689     1.054     0.001     0.000     0.000     0.000     0.846     0.153     0.000     0.000     0.000     5.000     1.212     37
     0.806     0.625     0.981     0.475     2.279     0.982    -0.034         *     0.094     0.474     0.455     0.397     0.326     0.454     0.369     0.259     0.022     0.013     0.003     0.000     0.086     0.875     0.000     0.000     0.001     6.000     1.475     38
