     0.806     0.625    -0.052     1.484     1.071     0.982    -0.034     1.343     0.094     1.512     0.587     0.694     0.756     0.596     0.699     0.756     0.987     0.006     0.006     0.000     0.000     1.000     1.290     55
    -0.188     0.625    -0.052     0.475     1.071     0.982     0.976     0.337     1.085     0.474     0.369     0.409     0.624     0.596     0.699     0.756     0.671     0.017     0.311     0.000     0.001     1.000     1.212     56
    -0.188    -0.344    -0.052     0.475    -0.138    -0.954    -0.034    -0.669     0.094    -0.563    -0.077    -0.012    -0.451     0.012     0.574    -0.506     0.000     0.000     0.128     0.297     0.575     5.000     0.853     57
     0.806     0.625    -0.052     1.484    -0.138     0.014    -0.034     0.337     0.094    -0.563     0.139     0.456    -0.043     0.012     0.574    -0.506     0.250     0.000     0.181     0.000     0.569     5.000     1.253     58
    -0.188     0.625     0.981     0.475     1.071     0.014    -0.034    -1.676     0.094    -0.563     0.003     0.514    -0.491     0.012     0.574    -0.506     0.000     0.000     0.023     0.025     0.951     5.000     0.616     59
     0.806     0.625    -0.052     0.475    -0.138    -1.922    -2.053    -1.676    -1.888    -1.601     0.008     0.549    -0.508     0.012     0.574    -0.506     0.000     0.000     0.000     0.015     0.985     5.000     1.253     60
    -0.188    -0.344    -0.052     1.484     1.071     0.982    -0.034     1.343     1.085     0.474     0.494     0.562     0.692     0.596     0.699     0.756     0.852     0.002     0.145     0.000     0.000     1.000     1.356     61
     0.806    -0.344     0.981     1.484    -1.346    -0.954    -1.043    -0.669    -0.897    -0.563     0.007     0.542    -0.507     0.012     0.574    -0.506     0.000     0.000     0.002     0.019     0.979     5.000     1.042     62
     1.799     1.595     0.981     0.475    -0.138    -1.922    -2.053    -1.676    -0.897    -0.563     0.012     0.574    -0.506     0.012     0.574    -0.506     0.000     0.000     0.000     0.000     1.000     5.000     0.828     63
    -0.188    -0.344     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.092    -0.088    -0.568     0.012     0.574    -0.506     0.000     0.000     0.007     0.405     0.588     5.000     1.135     64
    -0.188     0.625    -0.052     0.475    -1.346    -1.922    -1.043    -0.669    -0.897    -0.563    -0.031     0.303    -0.533     0.012     0.574    -0.506     0.000     0.000     0.001     0.167     0.832     5.000     1.672     65
     0.806    -0.344    -0.052     0.475     2.279    -0.954    -0.034     0.337    -0.897    -0.563     0.010     0.520    -0.449     0.012     0.574    -0.506     0.009     0.000     0.056     0.005     0.929     5.000     1.289     66
     0.806     0.625    -0.052     0.475     1.071    -1.922    -2.053    -1.676    -1.888    -1.601     0.010     0.559    -0.507     0.012     0.574    -0.506     0.000     0.000     0.000     0.009     0.991     5.000     1.797     67
    -0.188     0.625     2.013     1.484    -1.346     0.014     0.976     1.343     1.085     0.474     0.504     0.590     0.710     0.596     0.699     0.756     0.868     0.014     0.118     0.000     0.000     1.000     1.373     68
    -0.188     0.625    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.021     0.362    -0.508     0.012     0.574    -0.506     0.000     0.000     0.021     0.120     0.859     5.000     0.616     69
    -1.181     0.625    -0.052     1.484    -0.138     0.014     0.976     0.337    -0.897     0.474    -0.052    -0.180     0.308    -0.092    -0.247     0.307     0.056     0.000     0.915     0.006     0.023     3.000     2.046     70
     0.806     1.595     0.981     1.484    -0.138    -0.954    -0.034     0.337     0.094    -0.563     0.070     0.571    -0.361     0.012     0.574    -0.506     0.103     0.000     0.019     0.000     0.878     5.000     1.438     71
     0.806    -0.344    -0.052    -0.533    -1.346    -0.954    -1.043    -0.669    -0.897    -0.563    -0.014     0.408    -0.519     0.012     0.574    -0.506     0.000     0.000     0.004     0.100     0.896     5.000     1.250     72
     1.799     1.595    -2.117    -1.542    -1.346     0.014    -0.034     0.337     0.094     0.474    -0.031     0.485    -0.123     0.012     0.574    -0.506     0.002     0.137     0.169     0.000     0.692     5.000     0.917     73
    -0.188    -0.344    -0.052     0.475     1.071     0.014     0.976     0.337     1.085     0.474     0.049    -0.050     0.398    -0.092    -0.247     0.307     0.204     0.002     0.792     0.000     0.002     3.000     1.373     74
     0.806     1.595     0.981     0.475     2.279     0.982     0.976     0.337     0.094     1.512     0.591     0.698     0.758     0.596     0.699     0.756     0.993     0.005     0.002     0.000     0.000     1.000     1.373     75
     0.806     0.625     0.981     0.475     2.279     0.982     0.976     1.343     1.085     1.512     0.573     0.705     0.771     0.596     0.699     0.756     0.969     0.030     0.001     0.000     0.000     1.000     1.313     76
     0.806     0.625     0.981    -1.542    -1.346     0.014     0.976    -0.669     0.094     1.512    -0.075    -0.103     0.205    -0.092    -0.247     0.307     0.004     0.016     0.831     0.000     0.147     3.000     1.438     77
     0.806     0.625     0.981     0.475    -0.138     0.982    -0.034     0.337     1.085     1.512     0.474     0.607     0.734     0.596     0.699     0.756     0.829     0.058     0.111     0.000     0.002     1.000     1.289     78
    -0.188     0.625    -0.052     1.484     2.279     0.982    -0.034     1.343     0.094     1.512     0.588     0.688     0.751     0.596     0.699     0.756     0.988     0.001     0.011     0.000     0.000     1.000     1.784     80
     0.806     0.625     2.013     0.475    -0.138     0.982     0.976     1.343     0.094     0.474     0.535     0.681     0.767     0.596     0.699     0.756     0.917     0.051     0.032     0.000     0.000     1.000     1.784     82
     0.806     1.595    -2.117    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601     0.007     0.543    -0.509     0.012     0.574    -0.506     0.000     0.000     0.000     0.019     0.981     5.000     0.763     83
     0.806     0.625    -1.084    -1.542    -1.346     0.982    -1.043    -1.676    -1.888    -1.601     0.001     0.503    -0.513     0.012     0.574    -0.506     0.000     0.000     0.000     0.044     0.956     5.000     0.810     84
     0.806     0.625     0.981     1.484    -0.138    -0.954    -1.043    -0.669     0.094    -0.563     0.012     0.571    -0.504     0.012     0.574    -0.506     0.000     0.000     0.002     0.001     0.997     5.000     1.672     85
     0.806     0.625     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897     0.474     0.011     0.569    -0.504     0.012     0.574    -0.506     0.000     0.000     0.002     0.002     0.996     5.000     0.853     86
     1.799     1.595     0.981    -0.533    -0.138     0.982     0.976     0.337     0.094     1.512     0.105     0.837     1.064    -0.178     0.939     1.262     0.363     0.623     0.012     0.000     0.002     2.000     0.958     87
    -0.188     0.625     0.981     1.484     2.279     0.014     0.976     1.343     1.085     0.474     0.593     0.694     0.754     0.596     0.699     0.756     0.995     0.000     0.005     0.000     0.000     1.000     1.711     88
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.594     0.699     0.758     0.596     0.699     0.756     0.997     0.003     0.000     0.000     0.000     1.000     0.966     89
     0.806     0.625     0.981     1.484     1.071     0.982     0.976     1.343     0.094     0.474     0.592     0.697     0.756     0.596     0.699     0.756     0.994     0.003     0.003     0.000     0.000     1.000     0.763     90
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.594     0.699     0.758     0.596     0.699     0.756     0.997     0.003     0.000     0.000     0.000     1.000     1.475     91
     0.806     0.625     2.013    -0.533    -0.138     0.982    -0.034     1.343     0.094     1.512     0.279     0.605     0.813     0.596     0.699     0.756     0.572     0.262     0.166     0.000     0.001     1.000     0.589     92
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085     1.512     0.595     0.698     0.756     0.596     0.699     0.756     0.999     0.001     0.001     0.000     0.000     1.000     1.327     93
     0.806     0.625    -0.052    -0.533    -0.138     0.982     0.976     1.343     1.085     1.512    -0.130     0.904     1.215    -0.178     0.939     1.262     0.060     0.922     0.018     0.000     0.000     2.000     1.797     95
    -2.175     1.595    -1.084    -0.533    -1.346     0.014    -0.034    -1.676    -1.888    -0.563    -0.235    -1.002    -0.667    -0.242    -1.045    -0.672     0.000     0.000     0.001     0.973     0.026     4.000     1.313     96
    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -1.043     0.337     1.085    -0.563    -0.161    -0.611    -0.147    -0.092    -0.247     0.307     0.000     0.000     0.535     0.461     0.004     3.000     1.438     97
    -0.188    -0.344     0.981     0.475     1.071    -0.954    -1.043    -0.669    -0.897    -0.563    -0.063     0.096    -0.549     0.012     0.574    -0.506     0.000     0.000     0.007     0.292     0.702     5.000     0.870     98
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -1.676     0.094     0.474    -0.237    -1.020    -0.646    -0.242    -1.045    -0.672     0.000     0.000     0.026     0.971     0.003     4.000     0.594     99
    -1.181    -1.314     2.013    -0.533    -1.346    -0.954    -1.043    -1.676     0.094    -1.601    -0.242    -1.043    -0.672    -0.242    -1.045    -0.672     0.000     0.000     0.000     0.999     0.001     4.000     0.870    100
     0.806    -0.344     0.981     1.484     2.279     1.949    -0.034     1.343     1.085     1.512     0.594     0.699     0.757     0.596     0.699     0.756     0.997     0.002     0.001     0.000     0.000     1.000     0.810    101
     0.806     0.625    -0.052     0.475    -0.138    -0.954    -0.034    -1.676     0.094     0.474     0.011     0.566    -0.502     0.012     0.574    -0.506     0.000     0.000     0.005     0.002     0.993     5.000     1.042    102
    -1.181    -1.314    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.241    -1.038    -0.669    -0.242    -1.045    -0.672     0.000     0.000     0.003     0.994     0.002     4.000     0.778    103
    -0.188     0.625    -2.117    -0.533    -0.138     0.014     0.976     0.337     0.094    -0.563    -0.086    -0.204     0.262    -0.092    -0.247     0.307     0.002     0.001     0.941     0.004     0.053     3.000     0.763    104
     1.799     1.595    -1.084     1.484    -0.138     0.014    -0.034    -0.669     0.094    -0.563     0.019     0.573    -0.488     0.012     0.574    -0.506     0.013     0.000     0.002     0.000     0.985     5.000     1.438    105
     1.799     1.595    -0.052     1.484    -0.138     0.014    -0.034    -0.669    -0.897    -1.601     0.012     0.573    -0.505     0.012     0.574    -0.506     0.000     0.000     0.000     0.000     0.999     5.000     1.253    106
    -1.181    -0.344    -0.052     1.484    -0.138     0.982    -1.043    -0.669    -0.897    -0.563    -0.199    -0.785    -0.557    -0.242    -1.045    -0.672     0.000     0.000     0.098     0.790     0.112     4.000     1.042    107
     0.806     0.625    -0.052     0.475    -0.138     0.982     0.976     1.343     1.085     0.474     0.252     0.755     0.941     0.596     0.699     0.756     0.551     0.405     0.044     0.000     0.000     1.000     0.763    108
     0.806     0.625    -1.084    -0.533    -0.138    -0.954     1.985     1.343     2.077     2.550    -0.168     0.932     1.252    -0.178     0.939     1.262     0.012     0.984     0.004     0.000     0.000     2.000     1.289    109
    -0.188    -0.344    -1.084    -0.533    -1.346     1.949    -1.043    -0.669     1.085    -1.601    -0.103    -0.276     0.067    -0.092    -0.247     0.307     0.000     0.000     0.736     0.152     0.112     3.000     2.432    110
    -0.188     0.625    -0.052     0.475    -0.138     0.982    -0.034     0.337    -0.897    -0.563    -0.051    -0.007     0.085    -0.092    -0.247     0.307     0.019     0.000     0.698     0.007     0.276     3.000     0.616    111
     0.806    -0.344     0.981     1.484    -1.346     0.982     0.976         *     1.085     1.512     0.435     0.669     0.799     0.596     0.699     0.756     0.784     0.147     0.069     0.000     0.000     1.000     2.046    112
    -0.188    -0.344    -1.084    -0.533    -1.346    -0.954    -0.034    -0.669    -0.897     0.474    -0.160    -0.539    -0.528    -0.242    -1.045    -0.672     0.000     0.000     0.103     0.635     0.262     4.000     1.253    113
     0.806     0.625     0.981     2.493    -1.346     0.982     0.976     1.343     1.085     1.512     0.569     0.706     0.773     0.596     0.699     0.756     0.965     0.034     0.001     0.000     0.000     1.000     1.327    114
    -0.188    -1.314     0.981     1.484    -0.138     0.014    -1.043     0.337     0.094    -0.563    -0.100    -0.268    -0.031    -0.092    -0.247     0.307     0.008     0.000     0.614     0.209     0.169     3.000     1.250    115
     0.806     0.625     0.981     0.475     1.071     0.014     0.976     1.343     0.094     1.512     0.563     0.686     0.760     0.596     0.699     0.756     0.955     0.025     0.020     0.000     0.000     1.000     1.356    116
    -1.181    -1.314    -0.052    -1.542    -0.138     0.982    -1.043     0.337     1.085    -0.563    -0.126    -0.427     0.084    -0.092    -0.247     0.307     0.000     0.000     0.773     0.226     0.001     3.000     0.966    117
     0.806    -1.314     0.981     1.484     2.279    -1.922    -2.053    -0.669    -0.897    -1.601    -0.011     0.427    -0.521     0.012     0.574    -0.506     0.000     0.000     0.000     0.091     0.909     5.000     1.438    118
    -0.188     0.625     0.981     0.475    -0.138     0.982     0.976     0.337     1.085     0.474     0.270     0.286     0.569     0.596     0.699     0.756     0.530     0.026     0.443     0.000     0.001     1.000     1.313    119
    -0.188     1.595    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563     0.006     0.533    -0.508     0.012     0.574    -0.506     0.000     0.000     0.002     0.024     0.974     5.000     0.853    120
     0.806    -0.344     2.013     1.484    -1.346     0.014    -1.043     0.337     0.094    -0.563     0.012     0.426    -0.320     0.012     0.574    -0.506     0.034     0.000     0.177     0.004     0.786     5.000     1.290    121
     0.806    -0.344     0.981     0.475     1.071    -0.954    -1.043     1.343    -0.897    -0.563     0.008     0.477    -0.399     0.012     0.574    -0.506     0.015     0.000     0.110     0.005     0.871     5.000     0.853    122
     0.806     0.625    -0.052     0.475    -1.346     0.982     0.976     1.343     1.085     1.512    -0.088     0.890     1.187    -0.178     0.939     1.262     0.115     0.868     0.018     0.000     0.000     2.000     1.017    123
    -0.188    -0.344    -0.052     0.475     2.279     0.982    -0.034     1.343     1.085     1.512     0.495     0.574     0.701     0.596     0.699     0.756     0.854     0.011     0.135     0.000     0.000     1.000     0.966    124
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474    -0.055    -0.170     0.291    -0.092    -0.247     0.307     0.049     0.000     0.904     0.005     0.041     3.000     1.313    125
     0.806    -0.344     0.981     0.475     1.071     0.982    -0.034    -1.676     0.094     0.474     0.010     0.437    -0.339     0.012     0.574    -0.506     0.028     0.000     0.162     0.004     0.805     5.000     0.589    126
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -0.669     0.094    -0.563    -0.231    -0.983    -0.602    -0.242    -1.045    -0.672     0.000     0.000     0.072     0.926     0.003     4.000     2.432    127
    -0.188    -1.314     0.981    -0.533    -0.138     0.982    -1.043     0.337    -0.897    -0.563    -0.143    -0.501    -0.140    -0.092    -0.247     0.307     0.000     0.000     0.531     0.395     0.074     3.000     0.594    128
    -0.188    -1.314    -0.052    -0.533     1.071     0.982    -0.034     0.337     0.094     0.474    -0.090    -0.245     0.302    -0.092    -0.247     0.307     0.004     0.000     0.989     0.005     0.003     3.000     0.966    129
    -0.188    -0.344     0.981     0.475     1.071     0.014    -0.034     1.343     0.094     1.512     0.208     0.169     0.504    -0.092    -0.247     0.307     0.436     0.002     0.561     0.000     0.001     3.000     1.356    130
    -0.188     0.625     0.981     0.475    -1.346     0.982    -0.034     1.343     1.085     1.512     0.122     0.386     0.709    -0.092    -0.247     0.307     0.344     0.260     0.396     0.000     0.000     3.000     1.327    131
     0.806    -0.344     0.981     1.484     1.071    -0.954    -0.034     0.337    -0.897    -0.563     0.025     0.536    -0.431     0.012     0.574    -0.506     0.031     0.000     0.045     0.003     0.921     5.000     2.148    132
     0.806    -0.344    -0.052     0.475     2.279     0.014    -0.034     1.343     0.094     0.474     0.477     0.541     0.674     0.596     0.699     0.756     0.826     0.001     0.167     0.000     0.006     1.000     2.148    133
    -0.188    -0.344     0.981     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.263     0.246     0.542     0.596     0.699     0.756     0.516     0.003     0.480     0.000     0.000     1.000     1.042    134
    -0.188    -0.344    -0.052     1.484    -1.346     0.014    -0.034    -0.669     0.094     0.474    -0.072    -0.090     0.058    -0.092    -0.247     0.307     0.006     0.000     0.697     0.057     0.241     3.000     0.954    135
    -0.188    -0.344    -1.084    -0.533    -0.138     0.014    -0.034     0.337     0.094     0.474    -0.091    -0.237     0.276    -0.092    -0.247     0.307     0.001     0.000     0.963     0.013     0.024     3.000     2.432    136
     0.806     0.625    -2.117    -1.542    -1.346     0.982     0.976     0.337     0.094     0.474    -0.114     0.084     0.559    -0.092    -0.247     0.307     0.001     0.272     0.718     0.000     0.009     3.000     1.313    137
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474    -0.055    -0.170     0.291    -0.092    -0.247     0.307     0.049     0.000     0.904     0.005     0.041     3.000     1.290    138
     0.806     1.595     0.981     2.493    -0.138     0.982     0.976     1.343     0.094     1.512     0.593     0.700     0.758     0.596     0.699     0.756     0.995     0.005     0.000     0.000     0.000     1.000     2.148    139
     0.806     0.625    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -1.601     0.009     0.555    -0.507     0.012     0.574    -0.506     0.000     0.000     0.000     0.011     0.988     5.000     1.797    140
     0.806     1.595     0.981     1.484     1.071     0.982     0.976     1.343     1.085     0.474     0.589     0.701     0.761     0.596     0.699     0.756     0.990     0.010     0.000     0.000     0.000     1.000     1.212    141
     1.799     1.595     0.981     1.484    -1.346     0.982     0.976     1.343     1.085     1.512     0.259     0.803     0.976     0.596     0.699     0.756     0.565     0.435     0.000     0.000     0.000     1.000     0.917    142
     0.806    -0.344     0.981     1.484     1.071     0.982     0.976     0.337     1.085     0.474     0.585     0.684     0.750     0.596     0.699     0.756     0.983     0.001     0.015     0.000     0.000     1.000     0.853    143
     0.806     1.595     2.013     1.484    -1.346     0.982    -0.034     1.343     1.085     1.512     0.539     0.714     0.791     0.596     0.699     0.756     0.926     0.071     0.002     0.000     0.000     1.000     1.356    144
