    -0.188    -0.344    -0.052     0.475     1.071     0.014     0.976     0.337     1.085     0.474    -0.014     0.007     0.396    -0.161    -0.139     0.323     0.166     0.033     0.000     0.000     0.001     0.800     6.000     1.373     74
     0.806     1.595     0.981     0.475     2.279     0.982     0.976     0.337     0.094     1.512     0.582     0.629     0.866     0.592     0.634     0.874     0.982     0.006     0.000     0.000     0.006     0.006     1.000     1.373     75
     0.806     0.625     0.981     0.475     2.279     0.982     0.976     1.343     1.085     1.512     0.577     0.638     0.879     0.592     0.634     0.874     0.982     0.000     0.000     0.000     0.016     0.002     1.000     1.313     76
     0.806     0.625     0.981    -1.542    -1.346     0.014     0.976    -0.669     0.094     1.512    -0.173    -0.058     0.246    -0.161    -0.139     0.323     0.000     0.000     0.094     0.001     0.013     0.892     6.000     1.438     77
     0.806     0.625     0.981     0.475    -0.138     0.982    -0.034     0.337     1.085     1.512     0.437     0.514     0.782     0.592     0.634     0.874     0.788     0.011     0.000     0.000     0.035     0.165     1.000     1.289     78
    -0.188     0.625    -0.052     1.484     2.279     0.982    -0.034     1.343     0.094     1.512     0.591     0.632     0.871     0.592     0.634     0.874     0.996     0.003     0.000     0.000     0.000     0.001     1.000     1.784     80
     0.806     0.625     2.013     0.475    -0.138     0.982     0.976     1.343     0.094     0.474     0.544     0.613     0.859     0.592     0.634     0.874     0.937     0.002     0.000     0.000     0.024     0.037     1.000     1.784     82
     0.806     1.595    -2.117    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601    -0.281     0.576    -0.611    -0.281     0.578    -0.611     0.000     0.000     0.999     0.001     0.000     0.000     3.000     0.763     83
     0.806     0.625    -1.084    -1.542    -1.346     0.982    -1.043    -1.676    -1.888    -1.601    -0.281     0.562    -0.611    -0.281     0.578    -0.611     0.000     0.000     0.990     0.010     0.000     0.000     3.000     0.810     84
     0.806     0.625     0.981     1.484    -0.138    -0.954    -1.043    -0.669     0.094    -0.563     0.491     0.349    -0.279     0.494     0.348    -0.278     0.000     0.996     0.003     0.000     0.000     0.000     2.000     1.672     85
     0.806     0.625     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897     0.474     0.277     0.404    -0.368     0.494     0.348    -0.278     0.000     0.719     0.273     0.003     0.000     0.004     2.000     0.853     86
     1.799     1.595     0.981    -0.533    -0.138     0.982     0.976     0.337     0.094     1.512    -0.210     0.868     1.140    -0.251     0.946     1.208     0.041     0.000     0.000     0.000     0.898     0.060     5.000     0.958     87
    -0.188     0.625     0.981     1.484     2.279     0.014     0.976     1.343     1.085     0.474     0.592     0.633     0.872     0.592     0.634     0.874     0.998     0.002     0.000     0.000     0.000     0.000     1.000     1.711     88
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.592     0.634     0.874     0.592     0.634     0.874     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.966     89
     0.806     0.625     0.981     1.484     1.071     0.982     0.976     1.343     0.094     0.474     0.592     0.633     0.873     0.592     0.634     0.874     0.998     0.001     0.000     0.000     0.000     0.000     1.000     0.763     90
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.592     0.634     0.874     0.592     0.634     0.874     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.475     91
     0.806     0.625     2.013    -0.533    -0.138     0.982    -0.034     1.343     0.094     1.512    -0.118     0.416     0.767    -0.161    -0.139     0.323     0.109     0.001     0.000     0.000     0.434     0.457     6.000     0.589     92
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085     1.512     0.592     0.634     0.873     0.592     0.634     0.874     0.999     0.001     0.000     0.000     0.000     0.000     1.000     1.327     93
     0.806     0.625    -0.052    -0.533    -0.138     0.982     0.976     1.343     1.085     1.512    -0.239     0.903     1.172    -0.251     0.946     1.208     0.010     0.000     0.000     0.000     0.953     0.037     5.000     1.797     95
    -2.175     1.595    -1.084    -0.533    -1.346     0.014    -0.034    -1.676    -1.888    -0.563    -0.265    -0.803    -0.637    -0.262    -1.037    -0.643     0.000     0.000     0.144     0.855     0.000     0.001     4.000     1.313     96
    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -1.043     0.337     1.085    -0.563    -0.216    -0.628    -0.207    -0.262    -1.037    -0.643     0.000     0.001     0.002     0.546     0.000     0.451     4.000     1.438     97
    -0.188    -0.344     0.981     0.475     1.071    -0.954    -1.043    -0.669    -0.897    -0.563     0.301     0.115    -0.365     0.494     0.348    -0.278     0.000     0.747     0.071     0.179     0.000     0.003     2.000     0.870     98
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -1.676     0.094     0.474    -0.261    -1.020    -0.629    -0.262    -1.037    -0.643     0.000     0.000     0.003     0.983     0.000     0.014     4.000     0.594     99
    -1.181    -1.314     2.013    -0.533    -1.346    -0.954    -1.043    -1.676     0.094    -1.601    -0.262    -1.034    -0.643    -0.262    -1.037    -0.643     0.000     0.000     0.002     0.998     0.000     0.000     4.000     0.870    100
     0.806    -0.344     0.981     1.484     2.279     1.949    -0.034     1.343     1.085     1.512     0.592     0.634     0.874     0.592     0.634     0.874     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.810    101
     0.806     0.625    -0.052     0.475    -0.138    -0.954    -0.034    -1.676     0.094     0.474     0.148     0.436    -0.418     0.494     0.348    -0.278     0.000     0.552     0.433     0.005     0.000     0.010     2.000     1.042    102
    -1.181    -1.314    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.262    -1.031    -0.641    -0.262    -1.037    -0.643     0.000     0.000     0.002     0.995     0.000     0.002     4.000     0.778    103
    -0.188     0.625    -2.117    -0.533    -0.138     0.014     0.976     0.337     0.094    -0.563    -0.164    -0.123     0.297    -0.161    -0.139     0.323     0.000     0.001     0.025     0.003     0.001     0.970     6.000     0.763    104
     1.799     1.595    -1.084     1.484    -0.138     0.014    -0.034    -0.669     0.094    -0.563     0.482     0.352    -0.277     0.494     0.348    -0.278     0.005     0.980     0.014     0.000     0.000     0.001     2.000     1.438    105
     1.799     1.595    -0.052     1.484    -0.138     0.014    -0.034    -0.669    -0.897    -1.601     0.480     0.352    -0.284     0.494     0.348    -0.278     0.000     0.983     0.017     0.000     0.000     0.000     2.000     1.253    106
    -1.181    -0.344    -0.052     1.484    -0.138     0.982    -1.043    -0.669    -0.897    -0.563     0.440     0.257    -0.297     0.494     0.348    -0.278     0.000     0.928     0.001     0.063     0.000     0.008     2.000     1.042    107
     0.806     0.625    -0.052     0.475    -0.138     0.982     0.976     1.343     1.085     0.474     0.344     0.656     0.916     0.592     0.634     0.874     0.698     0.000     0.000     0.000     0.236     0.067     1.000     0.763    108
     0.806     0.625    -1.084    -0.533    -0.138    -0.954     1.985     1.343     2.077     2.550    -0.248     0.938     1.201    -0.251     0.946     1.208     0.002     0.000     0.000     0.000     0.991     0.007     5.000     1.289    109
    -0.188    -0.344    -1.084    -0.533    -1.346     1.949    -1.043    -0.669     1.085    -1.601    -0.194    -0.228     0.022    -0.161    -0.139     0.323     0.000     0.002     0.119     0.195     0.000     0.684     6.000     2.432    110
    -0.188     0.625    -0.052     0.475    -0.138     0.982    -0.034     0.337    -0.897    -0.563     0.095     0.072     0.062    -0.161    -0.139     0.323     0.007     0.389     0.029     0.005     0.000     0.570     6.000     0.616    111
     0.806    -0.344     0.981     1.484    -1.346     0.982     0.976         *     1.085     1.512     0.587     0.631     0.871     0.592     0.634     0.874     0.992     0.002     0.000     0.000     0.003     0.004     1.000     2.046    112
    -0.188    -0.344    -1.084    -0.533    -1.346    -0.954    -0.034    -0.669    -0.897     0.474    -0.258    -0.433    -0.547    -0.262    -1.037    -0.643     0.000     0.001     0.324     0.587     0.000     0.088     4.000     1.253    113
     0.806     0.625     0.981     2.493    -1.346     0.982     0.976     1.343     1.085     1.512     0.592     0.634     0.874     0.592     0.634     0.874     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.327    114
    -0.188    -1.314     0.981     1.484    -0.138     0.014    -1.043     0.337     0.094    -0.563     0.478     0.332    -0.268     0.494     0.348    -0.278     0.002     0.975     0.000     0.006     0.000     0.017     2.000     1.250    115
     0.806     0.625     0.981     0.475     1.071     0.014     0.976     1.343     0.094     1.512     0.554     0.616     0.861     0.592     0.634     0.874     0.949     0.002     0.000     0.000     0.019     0.030     1.000     1.356    116
    -1.181    -1.314    -0.052    -1.542    -0.138     0.982    -1.043     0.337     1.085    -0.563    -0.195    -0.437     0.000    -0.161    -0.139     0.323     0.000     0.000     0.001     0.333     0.000     0.666     6.000     0.966    117
     0.806    -1.314     0.981     1.484     2.279    -1.922    -2.053    -0.669    -0.897    -1.601     0.490     0.344    -0.280     0.494     0.348    -0.278     0.000     0.995     0.002     0.003     0.000     0.000     2.000     1.438    118
    -0.188     0.625     0.981     0.475    -0.138     0.982     0.976     0.337     1.085     0.474     0.261     0.310     0.635     0.592     0.634     0.874     0.553     0.011     0.000     0.000     0.015     0.422     1.000     1.313    119
    -0.188     1.595    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.279     0.549    -0.609    -0.281     0.578    -0.611     0.000     0.002     0.979     0.017     0.000     0.001     3.000     0.853    120
     0.806    -0.344     2.013     1.484    -1.346     0.014    -1.043     0.337     0.094    -0.563     0.491     0.347    -0.270     0.494     0.348    -0.278     0.005     0.990     0.001     0.000     0.000     0.004     2.000     1.290    121
     0.806    -0.344     0.981     0.475     1.071    -0.954    -1.043     1.343    -0.897    -0.563     0.444     0.326    -0.254     0.494     0.348    -0.278     0.002     0.927     0.020     0.002     0.000     0.049     2.000     0.853    122
     0.806     0.625    -0.052     0.475    -1.346     0.982     0.976     1.343     1.085     1.512     0.017     0.808     1.070    -0.251     0.946     1.208     0.313     0.000     0.000     0.000     0.649     0.038     5.000     1.017    123
    -0.188    -0.344    -0.052     0.475     2.279     0.982    -0.034     1.343     1.085     1.512     0.494     0.542     0.809     0.592     0.634     0.874     0.870     0.001     0.000     0.000     0.008     0.122     1.000     0.966    124
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474     0.014    -0.006     0.183    -0.161    -0.139     0.323     0.022     0.244     0.002     0.004     0.000     0.728     6.000     1.313    125
     0.806    -0.344     0.981     0.475     1.071     0.982    -0.034    -1.676     0.094     0.474     0.446     0.328    -0.257     0.494     0.348    -0.278     0.001     0.930     0.021     0.002     0.000     0.045     2.000     0.589    126
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -0.669     0.094    -0.563    -0.258    -0.992    -0.599    -0.262    -1.037    -0.643     0.000     0.000     0.003     0.952     0.000     0.045     4.000     2.432    127
    -0.188    -1.314     0.981    -0.533    -0.138     0.982    -1.043     0.337    -0.897    -0.563    -0.211    -0.584    -0.211    -0.262    -1.037    -0.643     0.000     0.009     0.027     0.522     0.000     0.443     4.000     0.594    128
    -0.188    -1.314    -0.052    -0.533     1.071     0.982    -0.034     0.337     0.094     0.474    -0.161    -0.145     0.315    -0.161    -0.139     0.323     0.000     0.001     0.000     0.008     0.000     0.990     6.000     0.966    129
    -0.188    -0.344     0.981     0.475     1.071     0.014    -0.034     1.343     0.094     1.512     0.202     0.231     0.564    -0.161    -0.139     0.323     0.461     0.025     0.000     0.000     0.002     0.513     6.000     1.356    130
    -0.188     0.625     0.981     0.475    -1.346     0.982    -0.034     1.343     1.085     1.512     0.252     0.439     0.749     0.592     0.634     0.874     0.563     0.001     0.000     0.000     0.131     0.305     1.000     1.327    131
     0.806    -0.344     0.981     1.484     1.071    -0.954    -0.034     0.337    -0.897    -0.563     0.493     0.348    -0.277     0.494     0.348    -0.278     0.001     0.998     0.000     0.000     0.000     0.001     2.000     2.148    132
     0.806    -0.344    -0.052     0.475     2.279     0.014    -0.034     1.343     0.094     0.474     0.347     0.363     0.569     0.592     0.634     0.874     0.573     0.118     0.000     0.000     0.002     0.307     1.000     2.148    133
    -0.188    -0.344     0.981     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.247     0.279     0.606     0.592     0.634     0.874     0.527     0.017     0.000     0.000     0.002     0.454     1.000     1.042    134
    -0.188    -0.344    -0.052     1.484    -1.346     0.014    -0.034    -0.669     0.094     0.474     0.446     0.311    -0.236     0.494     0.348    -0.278     0.004     0.923     0.002     0.005     0.000     0.066     2.000     0.954    135
    -0.188    -0.344    -1.084    -0.533    -0.138     0.014    -0.034     0.337     0.094     0.474    -0.163    -0.144     0.301    -0.161    -0.139     0.323     0.000     0.001     0.009     0.014     0.000     0.976     6.000     2.432    136
     0.806     0.625    -2.117    -1.542    -1.346     0.982     0.976     0.337     0.094     0.474    -0.181     0.095     0.501    -0.161    -0.139     0.323     0.000     0.000     0.008     0.000     0.210     0.781     6.000     1.313    137
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474     0.014    -0.006     0.183    -0.161    -0.139     0.323     0.022     0.244     0.002     0.004     0.000     0.728     6.000     1.290    138
     0.806     1.595     0.981     2.493    -0.138     0.982     0.976     1.343     0.094     1.512     0.592     0.634     0.874     0.592     0.634     0.874     1.000     0.000     0.000     0.000     0.000     0.000     1.000     2.148    139
