    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -1.043     0.337     1.085    -0.563    -0.192    -0.655     0.038    -0.175    -0.552     0.230     0.790     0.000     0.000     0.000     0.207     0.001     0.001     1.000     1.438     97
    -0.188    -0.344     0.981     0.475     1.071    -0.954    -1.043    -0.669    -0.897    -0.563     0.275     0.118    -0.355     0.483     0.349    -0.244     0.005     0.000     0.000     0.000     0.173     0.101     0.722     7.000     0.870     98
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -1.676     0.094     0.474    -0.253    -1.019    -0.625    -0.260    -1.062    -0.693     0.074     0.000     0.000     0.000     0.923     0.003     0.000     5.000     0.594     99
    -1.181    -1.314     2.013    -0.533    -1.346    -0.954    -1.043    -1.676     0.094    -1.601    -0.260    -1.059    -0.693    -0.260    -1.062    -0.693     0.000     0.000     0.000     0.000     0.998     0.002     0.000     5.000     0.870    100
     0.806    -0.344     0.981     1.484     2.279     1.949    -0.034     1.343     1.085     1.512     0.600     0.629     0.895     0.600     0.629     0.895     0.000     1.000     0.000     0.000     0.000     0.000     0.000     2.000     0.810    101
     0.806     0.625    -0.052     0.475    -0.138    -0.954    -0.034    -1.676     0.094     0.474     0.128     0.424    -0.410     0.483     0.349    -0.244     0.003     0.000     0.001     0.000     0.002     0.464     0.530     7.000     1.042    102
    -1.181    -1.314    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.259    -1.051    -0.682    -0.260    -1.062    -0.693     0.011     0.000     0.000     0.000     0.986     0.003     0.000     5.000     0.778    103
    -0.188     0.625    -2.117    -0.533    -0.138     0.014     0.976     0.337     0.094    -0.563    -0.182    -0.094     0.325    -0.175    -0.552     0.230     0.601     0.000     0.343     0.000     0.002     0.051     0.002     1.000     0.763    104
     1.799     1.595    -1.084     1.484    -0.138     0.014    -0.034    -0.669     0.094    -0.563     0.471     0.353    -0.244     0.483     0.349    -0.244     0.000     0.003     0.002     0.000     0.000     0.015     0.980     7.000     1.438    105
     1.799     1.595    -0.052     1.484    -0.138     0.014    -0.034    -0.669    -0.897    -1.601     0.467     0.352    -0.251     0.483     0.349    -0.244     0.000     0.000     0.000     0.000     0.000     0.020     0.980     7.000     1.253    106
