     0.806     0.625     0.981     0.475     2.279     0.982    -0.034         *     0.094     0.474     0.266     0.683     0.774     0.325     0.794     0.960     0.000     0.089     0.821     0.090     3.000     1.475     38
    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -0.034     1.343    -0.897    -1.601    -0.145    -0.655    -0.185    -0.244    -1.037    -0.656     0.501     0.003     0.000     0.496     1.000     0.733     39
     0.806     0.625     0.981     1.484     2.279     0.014     0.976     0.337     1.085     1.512     0.321     0.783     0.952     0.325     0.794     0.960     0.000     0.000     0.990     0.010     3.000     1.356     41
     0.806     0.625     0.981     0.475     2.279     0.982    -0.034     1.343     0.094    -0.563     0.284     0.685     0.870     0.325     0.794     0.960     0.000     0.017     0.884     0.099     3.000     1.250     42
     0.806     0.625     0.981     1.484    -0.138     0.982    -0.034     0.337     0.094     0.474     0.222     0.551     0.700     0.325     0.794     0.960     0.000     0.083     0.703     0.214     3.000     0.616     43
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.313     44
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     2.240     45
     0.806    -0.344    -0.052    -0.533    -0.138     0.014     0.976     0.337     1.085     1.512     0.126     0.221     0.599    -0.046    -0.279     0.292     0.000     0.003     0.464     0.534     4.000     1.135     46
    -0.188     0.625     0.981     1.484     2.279     0.982     0.976     1.343     0.094     0.474     0.309     0.746     0.930     0.325     0.794     0.960     0.000     0.000     0.955     0.045     3.000     0.958     47
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     0.094     1.512     0.325     0.792     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.711     48
     0.806     0.625     0.981    -0.533    -0.138     0.014    -0.034     0.337     0.094     1.512     0.082     0.188     0.398    -0.046    -0.279     0.292     0.000     0.141     0.315     0.544     4.000     0.870     49
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     0.094     0.474     0.324     0.789     0.956     0.325     0.794     0.960     0.000     0.000     0.995     0.005     3.000     2.046     50
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085     1.512     0.324     0.790     0.957     0.325     0.794     0.960     0.000     0.000     0.997     0.003     3.000     1.290     51
     0.806     1.595    -0.052    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601     0.031     0.610    -0.450     0.035     0.634    -0.447     0.014     0.986     0.000     0.000     2.000     0.763     52
     1.799     1.595    -2.117    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601     0.035     0.633    -0.447     0.035     0.634    -0.447     0.001     0.999     0.000     0.000     2.000     1.135     53
     0.806    -0.344     0.981     1.484     2.279     0.982    -0.034     0.337     1.085     0.474     0.276     0.655     0.866     0.325     0.794     0.960     0.000     0.005     0.866     0.129     3.000     1.212     54
     0.806     0.625    -0.052     1.484     1.071     0.982    -0.034     1.343     0.094     1.512     0.320     0.780     0.951     0.325     0.794     0.960     0.000     0.000     0.987     0.013     3.000     1.290     55
    -0.188     0.625    -0.052     0.475     1.071     0.982     0.976     0.337     1.085     0.474     0.178     0.371     0.694     0.325     0.794     0.960     0.000     0.001     0.605     0.394     3.000     1.212     56
    -0.188    -0.344    -0.052     0.475    -0.138    -0.954    -0.034    -0.669     0.094    -0.563    -0.071    -0.063    -0.411     0.035     0.634    -0.447     0.338     0.517     0.000     0.145     2.000     0.853     57
     0.806     0.625    -0.052     1.484    -0.138     0.014    -0.034     0.337     0.094    -0.563     0.033     0.470    -0.246     0.035     0.634    -0.447     0.000     0.768     0.045     0.187     2.000     1.253     58
    -0.188     0.625     0.981     0.475     1.071     0.014    -0.034    -1.676     0.094    -0.563     0.022     0.548    -0.436     0.035     0.634    -0.447     0.038     0.937     0.000     0.025     2.000     0.616     59
     0.806     0.625    -0.052     0.475    -0.138    -1.922    -2.053    -1.676    -1.888    -1.601     0.028     0.592    -0.452     0.035     0.634    -0.447     0.025     0.975     0.000     0.000     2.000     1.253     60
    -0.188    -0.344    -0.052     1.484     1.071     0.982    -0.034     1.343     1.085     0.474     0.185     0.389     0.707     0.325     0.794     0.960     0.000     0.000     0.622     0.378     3.000     1.356     61
     0.806    -0.344     0.981     1.484    -1.346    -0.954    -1.043    -0.669    -0.897    -0.563     0.029     0.598    -0.449     0.035     0.634    -0.447     0.020     0.977     0.000     0.003     2.000     1.042     62
     1.799     1.595     0.981     0.475    -0.138    -1.922    -2.053    -1.676    -0.897    -0.563     0.035     0.634    -0.447     0.035     0.634    -0.447     0.000     1.000     0.000     0.000     2.000     0.828     63
    -0.188    -0.344     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.103    -0.198    -0.542     0.035     0.634    -0.447     0.492     0.498     0.000     0.010     2.000     1.135     64
    -0.188     0.625    -0.052     0.475    -1.346    -1.922    -1.043    -0.669    -0.897    -0.563    -0.027     0.263    -0.492     0.035     0.634    -0.447     0.221     0.777     0.000     0.002     2.000     1.672     65
     0.806    -0.344    -0.052     0.475     2.279    -0.954    -0.034     0.337    -0.897    -0.563     0.028     0.563    -0.397     0.035     0.634    -0.447     0.005     0.926     0.001     0.068     2.000     1.289     66
     0.806     0.625    -0.052     0.475     1.071    -1.922    -2.053    -1.676    -1.888    -1.601     0.030     0.606    -0.451     0.035     0.634    -0.447     0.017     0.983     0.000     0.000     2.000     1.797     67
    -0.188     0.625     2.013     1.484    -1.346     0.014     0.976     1.343     1.085     0.474     0.272     0.639     0.863     0.325     0.794     0.960     0.000     0.000     0.856     0.144     3.000     1.373     68
    -0.188     0.625    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.008     0.368    -0.460     0.035     0.634    -0.447     0.146     0.830     0.000     0.024     2.000     0.616     69
    -1.181     0.625    -0.052     1.484    -0.138     0.014     0.976     0.337    -0.897     0.474    -0.043    -0.258     0.276    -0.046    -0.279     0.292     0.006     0.019     0.008     0.967     4.000     2.046     70
     0.806     1.595     0.981     1.484    -0.138    -0.954    -0.034     0.337     0.094    -0.563     0.036     0.619    -0.420     0.035     0.634    -0.447     0.000     0.972     0.010     0.018     2.000     1.438     71
     0.806    -0.344    -0.052    -0.533    -1.346    -0.954    -1.043    -0.669    -0.897    -0.563     0.009     0.474    -0.464     0.035     0.634    -0.447     0.094     0.902     0.000     0.004     2.000     1.250     72
     1.799     1.595    -2.117    -1.542    -1.346     0.014    -0.034     0.337     0.094     0.474     0.042     0.578    -0.336     0.035     0.634    -0.447     0.000     0.888     0.043     0.069     2.000     0.917     73
    -0.188    -0.344    -0.052     0.475     1.071     0.014     0.976     0.337     1.085     0.474    -0.008    -0.165     0.358    -0.046    -0.279     0.292     0.000     0.003     0.104     0.893     4.000     1.373     74
     0.806     1.595     0.981     0.475     2.279     0.982     0.976     0.337     0.094     1.512     0.323     0.788     0.955     0.325     0.794     0.960     0.000     0.001     0.994     0.005     3.000     1.373     75
     0.806     0.625     0.981     0.475     2.279     0.982     0.976     1.343     1.085     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.313     76
     0.806     0.625     0.981    -1.542    -1.346     0.014     0.976    -0.669     0.094     1.512    -0.007     0.020     0.122    -0.046    -0.279     0.292     0.000     0.272     0.048     0.680     4.000     1.438     77
     0.806     0.625     0.981     0.475    -0.138     0.982    -0.034     0.337     1.085     1.512     0.297     0.713     0.907     0.325     0.794     0.960     0.000     0.002     0.923     0.075     3.000     1.289     78
    -0.188     0.625    -0.052     1.484     2.279     0.982    -0.034     1.343     0.094     1.512     0.299     0.717     0.912     0.325     0.794     0.960     0.000     0.000     0.929     0.071     3.000     1.784     80
     0.806     0.625     2.013     0.475    -0.138     0.982     0.976     1.343     0.094     0.474     0.317     0.771     0.945     0.325     0.794     0.960     0.000     0.000     0.978     0.022     3.000     1.784     82
     0.806     1.595    -2.117    -1.542    -1.346    -1.922    -2.053    -1.676    -1.888    -1.601     0.028     0.591    -0.453     0.035     0.634    -0.447     0.026     0.974     0.000     0.000     2.000     0.763     83
     0.806     0.625    -1.084    -1.542    -1.346     0.982    -1.043    -1.676    -1.888    -1.601     0.022     0.557    -0.457     0.035     0.634    -0.447     0.046     0.953     0.000     0.000     2.000     0.810     84
     0.806     0.625     0.981     1.484    -0.138    -0.954    -1.043    -0.669     0.094    -0.563     0.035     0.631    -0.446     0.035     0.634    -0.447     0.001     0.997     0.000     0.002     2.000     1.672     85
     0.806     0.625     0.981     0.475    -0.138    -0.954    -1.043    -0.669    -0.897     0.474     0.034     0.629    -0.445     0.035     0.634    -0.447     0.002     0.995     0.000     0.003     2.000     0.853     86
     1.799     1.595     0.981    -0.533    -0.138     0.982     0.976     0.337     0.094     1.512     0.323     0.790     0.954     0.325     0.794     0.960     0.000     0.002     0.994     0.004     3.000     0.958     87
    -0.188     0.625     0.981     1.484     2.279     0.014     0.976     1.343     1.085     0.474     0.308     0.745     0.929     0.325     0.794     0.960     0.000     0.000     0.955     0.045     3.000     1.711     88
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     0.966     89
     0.806     0.625     0.981     1.484     1.071     0.982     0.976     1.343     0.094     0.474     0.322     0.785     0.954     0.325     0.794     0.960     0.000     0.000     0.992     0.008     3.000     0.763     90
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     1.343     1.085     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.475     91
     0.806     0.625     2.013    -0.533    -0.138     0.982    -0.034     1.343     0.094     1.512     0.305     0.735     0.922     0.325     0.794     0.960     0.000     0.001     0.944     0.055     3.000     0.589     92
     0.806     0.625     0.981     1.484     2.279     0.982     0.976     0.337     1.085     1.512     0.324     0.790     0.957     0.325     0.794     0.960     0.000     0.000     0.997     0.003     3.000     1.327     93
     0.806     0.625    -0.052    -0.533    -0.138     0.982     0.976     1.343     1.085     1.512     0.320     0.780     0.951     0.325     0.794     0.960     0.000     0.000     0.987     0.013     3.000     1.797     95
    -2.175     1.595    -1.084    -0.533    -1.346     0.014    -0.034    -1.676    -1.888    -0.563    -0.240    -1.018    -0.653    -0.244    -1.037    -0.656     0.988     0.011     0.000     0.001     1.000     1.313     96
    -1.181    -1.314     0.981    -0.533    -0.138     0.014    -1.043     0.337     1.085    -0.563    -0.131    -0.604    -0.120    -0.046    -0.279     0.292     0.432     0.003     0.000     0.565     4.000     1.438     97
    -0.188    -0.344     0.981     0.475     1.071    -0.954    -1.043    -0.669    -0.897    -0.563    -0.075    -0.028    -0.521     0.035     0.634    -0.447     0.390     0.599     0.000     0.011     2.000     0.870     98
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -1.676     0.094     0.474    -0.239    -1.016    -0.634    -0.244    -1.037    -0.656     0.975     0.002     0.000     0.023     1.000     0.594     99
    -1.181    -1.314     2.013    -0.533    -1.346    -0.954    -1.043    -1.676     0.094    -1.601    -0.243    -1.035    -0.656    -0.244    -1.037    -0.656     0.999     0.001     0.000     0.000     1.000     0.870    100
     0.806    -0.344     0.981     1.484     2.279     1.949    -0.034     1.343     1.085     1.512     0.324     0.791     0.958     0.325     0.794     0.960     0.000     0.000     0.998     0.002     3.000     0.810    101
     0.806     0.625    -0.052     0.475    -0.138    -0.954    -0.034    -1.676     0.094     0.474     0.034     0.626    -0.444     0.035     0.634    -0.447     0.002     0.993     0.000     0.005     2.000     1.042    102
    -1.181    -1.314    -0.052    -0.533    -0.138    -0.954    -0.034    -0.669    -0.897    -0.563    -0.242    -1.031    -0.652    -0.244    -1.037    -0.656     0.995     0.001     0.000     0.004     1.000     0.778    103
    -0.188     0.625    -2.117    -0.533    -0.138     0.014     0.976     0.337     0.094    -0.563    -0.039    -0.206     0.233    -0.046    -0.279     0.292     0.005     0.077     0.006     0.912     4.000     0.763    104
     1.799     1.595    -1.084     1.484    -0.138     0.014    -0.034    -0.669     0.094    -0.563     0.035     0.633    -0.444     0.035     0.634    -0.447     0.000     0.997     0.001     0.001     2.000     1.438    105
     1.799     1.595    -0.052     1.484    -0.138     0.014    -0.034    -0.669    -0.897    -1.601     0.035     0.634    -0.447     0.035     0.634    -0.447     0.000     1.000     0.000     0.000     2.000     1.253    106
    -1.181    -0.344    -0.052     1.484    -0.138     0.982    -1.043    -0.669    -0.897    -0.563    -0.207    -0.856    -0.551    -0.244    -1.037    -0.656     0.839     0.064     0.000     0.097     1.000     1.042    107
     0.806     0.625    -0.052     0.475    -0.138     0.982     0.976     1.343     1.085     0.474     0.319     0.776     0.948     0.325     0.794     0.960     0.000     0.000     0.983     0.017     3.000     0.763    108
     0.806     0.625    -1.084    -0.533    -0.138    -0.954     1.985     1.343     2.077     2.550     0.323     0.788     0.956     0.325     0.794     0.960     0.000     0.000     0.994     0.006     3.000     1.289    109
    -0.188    -0.344    -1.084    -0.533    -1.346     1.949    -1.043    -0.669     1.085    -1.601    -0.075    -0.297    -0.022    -0.046    -0.279     0.292     0.210     0.155     0.000     0.635     4.000     2.432    110
    -0.188     0.625    -0.052     0.475    -0.138     0.982    -0.034     0.337    -0.897    -0.563    -0.020     0.005     0.060    -0.046    -0.279     0.292     0.008     0.309     0.007     0.676     4.000     0.616    111
     0.806    -0.344     0.981     1.484    -1.346     0.982     0.976         *     1.085     1.512     0.313     0.757     0.936     0.325     0.794     0.960     0.000     0.000     0.966     0.034     3.000     2.046    112
    -0.188    -0.344    -1.084    -0.533    -1.346    -0.954    -0.034    -0.669    -0.897     0.474    -0.152    -0.536    -0.501    -0.244    -1.037    -0.656     0.641     0.250     0.000     0.108     1.000     1.253    113
     0.806     0.625     0.981     2.493    -1.346     0.982     0.976     1.343     1.085     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.327    114
    -0.188    -1.314     0.981     1.484    -0.138     0.014    -1.043     0.337     0.094    -0.563    -0.072    -0.302     0.021    -0.046    -0.279     0.292     0.186     0.128     0.000     0.685     4.000     1.250    115
     0.806     0.625     0.981     0.475     1.071     0.014     0.976     1.343     0.094     1.512     0.318     0.774     0.947     0.325     0.794     0.960     0.000     0.000     0.981     0.018     3.000     1.356    116
    -1.181    -1.314    -0.052    -1.542    -0.138     0.982    -1.043     0.337     1.085    -0.563    -0.094    -0.460     0.063    -0.046    -0.279     0.292     0.241     0.001     0.000     0.759     4.000     0.966    117
     0.806    -1.314     0.981     1.484     2.279    -1.922    -2.053    -0.669    -0.897    -1.601    -0.006     0.387    -0.478     0.035     0.634    -0.447     0.148     0.852     0.000     0.000     2.000     1.438    118
    -0.188     0.625     0.981     0.475    -0.138     0.982     0.976     0.337     1.085     0.474     0.165     0.331     0.669     0.325     0.794     0.960     0.000     0.002     0.568     0.431     3.000     1.313    119
    -0.188     1.595    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563     0.026     0.577    -0.452     0.035     0.634    -0.447     0.033     0.964     0.000     0.002     2.000     0.853    120
     0.806    -0.344     2.013     1.484    -1.346     0.014    -1.043     0.337     0.094    -0.563     0.021     0.469    -0.313     0.035     0.634    -0.447     0.003     0.817     0.004     0.176     2.000     1.290    121
     0.806    -0.344     0.981     0.475     1.071    -0.954    -1.043     1.343    -0.897    -0.563     0.023     0.502    -0.344     0.035     0.634    -0.447     0.005     0.857     0.002     0.137     2.000     0.853    122
     0.806     0.625    -0.052     0.475    -1.346     0.982     0.976     1.343     1.085     1.512     0.322     0.784     0.953     0.325     0.794     0.960     0.000     0.000     0.990     0.010     3.000     1.017    123
    -0.188    -0.344    -0.052     0.475     2.279     0.982    -0.034     1.343     1.085     1.512     0.245     0.563     0.816     0.325     0.794     0.960     0.000     0.000     0.785     0.215     3.000     0.966    124
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474    -0.040    -0.233     0.264    -0.046    -0.279     0.292     0.005     0.041     0.011     0.943     4.000     1.313    125
     0.806    -0.344     0.981     0.475     1.071     0.982    -0.034    -1.676     0.094     0.474     0.024     0.507    -0.349     0.035     0.634    -0.447     0.005     0.862     0.002     0.131     2.000     0.589    126
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -0.669     0.094    -0.563    -0.230    -0.984    -0.594    -0.244    -1.037    -0.656     0.933     0.002     0.000     0.065     1.000     2.432    127
    -0.188    -1.314     0.981    -0.533    -0.138     0.982    -1.043     0.337    -0.897    -0.563    -0.114    -0.498    -0.114    -0.046    -0.279     0.292     0.374     0.070     0.000     0.556     4.000     0.594    128
    -0.188    -1.314    -0.052    -0.533     1.071     0.982    -0.034     0.337     0.094     0.474    -0.046    -0.276     0.287    -0.046    -0.279     0.292     0.005     0.003     0.003     0.989     4.000     0.966    129
    -0.188    -0.344     0.981     0.475     1.071     0.014    -0.034     1.343     0.094     1.512     0.050     0.001     0.464    -0.046    -0.279     0.292     0.000     0.001     0.260     0.739     4.000     1.356    130
    -0.188     0.625     0.981     0.475    -1.346     0.982    -0.034     1.343     1.085     1.512     0.258     0.600     0.839     0.325     0.794     0.960     0.000     0.000     0.819     0.181     3.000     1.327    131
     0.806    -0.344     0.981     1.484     1.071    -0.954    -0.034     0.337    -0.897    -0.563     0.030     0.576    -0.403     0.035     0.634    -0.447     0.003     0.937     0.001     0.058     2.000     2.148    132
     0.806    -0.344    -0.052     0.475     2.279     0.014    -0.034     1.343     0.094     0.474     0.167     0.349     0.659     0.325     0.794     0.960     0.000     0.018     0.570     0.412     3.000     2.148    133
    -0.188    -0.344     0.981     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.073     0.067     0.506    -0.046    -0.279     0.292     0.000     0.001     0.322     0.677     4.000     1.042    134
    -0.188    -0.344    -0.052     1.484    -1.346     0.014    -0.034    -0.669     0.094     0.474    -0.039    -0.110     0.063    -0.046    -0.279     0.292     0.060     0.233     0.001     0.706     4.000     0.954    135
    -0.188    -0.344    -1.084    -0.533    -0.138     0.014    -0.034     0.337     0.094     0.474    -0.046    -0.262     0.260    -0.046    -0.279     0.292     0.013     0.028     0.002     0.957     4.000     2.432    136
     0.806     0.625    -2.117    -1.542    -1.346     0.982     0.976     0.337     0.094     0.474    -0.001    -0.125     0.344    -0.046    -0.279     0.292     0.000     0.033     0.116     0.851     4.000     1.313    137
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474    -0.040    -0.233     0.264    -0.046    -0.279     0.292     0.005     0.041     0.011     0.943     4.000     1.290    138
     0.806     1.595     0.981     2.493    -0.138     0.982     0.976     1.343     0.094     1.512     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     1.000     0.000     3.000     2.148    139
     0.806     0.625    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -1.601     0.031     0.612    -0.450     0.035     0.634    -0.447     0.013     0.987     0.000     0.000     2.000     1.797    140
     0.806     1.595     0.981     1.484     1.071     0.982     0.976     1.343     1.085     0.474     0.325     0.793     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.212    141
     1.799     1.595     0.981     1.484    -1.346     0.982     0.976     1.343     1.085     1.512     0.325     0.794     0.959     0.325     0.794     0.960     0.000     0.000     1.000     0.000     3.000     0.917    142
     0.806    -0.344     0.981     1.484     1.071     0.982     0.976     0.337     1.085     0.474     0.298     0.716     0.910     0.325     0.794     0.960     0.000     0.001     0.927     0.072     3.000     0.853    143
     0.806     1.595     2.013     1.484    -1.346     0.982    -0.034     1.343     1.085     1.512     0.325     0.792     0.959     0.325     0.794     0.960     0.000     0.000     0.999     0.001     3.000     1.356    144
    -0.188     0.625     0.981    -0.533     1.071     0.982     0.976     1.343     0.094    -0.563     0.106     0.163     0.563    -0.046    -0.279     0.292     0.000     0.003     0.409     0.588     4.000     0.594    145
     0.806    -1.314    -0.052    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -1.601    -0.103    -0.192    -0.549     0.035     0.634    -0.447     0.493     0.505     0.000     0.002     2.000     0.778    146
     0.806     0.625    -1.084     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.290     0.693     0.893     0.325     0.794     0.960     0.000     0.002     0.904     0.094     3.000     1.107    147
    -0.188    -1.314     0.981     0.475     1.071    -0.954    -1.043    -1.676     0.094     0.474    -0.201    -0.789    -0.614    -0.244    -1.037    -0.656     0.845     0.142     0.000     0.013     1.000     0.954    148
    -0.188    -0.344     2.013     1.484     2.279     0.014    -0.034    -0.669    -0.897     0.474    -0.001     0.270    -0.205     0.035     0.634    -0.447     0.036     0.629     0.002     0.334     2.000     1.711    149
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034    -0.669     0.094     0.474    -0.036    -0.095     0.062    -0.046    -0.279     0.292     0.053     0.244     0.001     0.702     4.000     0.843    150
